time,current,latWgs84,lonWgs84
2025-12-16T05:49:33.489Z,38552086,45.561313,18.669819
2025-12-16T06:00:50.472Z,38552086,45.561313,18.669819
2025-12-16T06:26:31.832Z,38421249,45.561313,18.669819
2025-12-16T06:27:40.741Z,38421249,45.561313,18.669819
2025-12-16T06:27:56.170Z,38421249,45.561313,18.669819
2025-12-16T06:29:56.226Z,38421249,45.561313,18.669819
2025-12-16T07:19:56.639Z,38568982,45.549325,18.693934
2025-12-16T08:09:57.360Z,38568982,45.549325,18.693934
2025-12-16T08:59:59.370Z,38568982,45.549325,18.693934
2025-12-16T09:40:52.860Z,38568982,45.549325,18.693934
2025-12-16T09:50:00.377Z,38568982,45.549325,18.693934
2025-12-16T10:40:01.350Z,38568982,45.549325,18.693934
2025-12-16T11:30:01.770Z,38568982,45.549325,18.693934
2025-12-16T11:31:03.251Z,38492932,45.549325,18.693934
2025-12-16T11:30:54.269Z,38568982,45.549325,18.693934
2025-12-16T12:20:04.217Z,38568982,45.549325,18.693934
2025-12-16T12:20:01.990Z,38568982,45.549325,18.693934
2025-12-16T13:20:55.211Z,38568982,45.549325,18.693934
2025-12-16T14:00:05.859Z,38568982,45.549325,18.693934
2025-12-16T14:00:03.533Z,38568982,45.549325,18.693934
2025-12-16T14:50:04.191Z,38568982,45.549325,18.693934
2025-12-16T15:04:02.722Z,38421258,45.561313,18.669819
2025-12-16T15:10:55.528Z,38421258,45.561313,18.669819
2025-12-16T15:54:04.003Z,38568727,45.555534,18.670826
2025-12-16T16:44:05.118Z,38568727,45.555534,18.670826
2025-12-16T17:01:04.124Z,38421249,45.561313,18.669819
2025-12-16T17:00:56.014Z,38552086,45.561313,18.669819
2025-12-16T17:34:05.384Z,38552086,45.561313,18.669819
2025-12-16T18:01:58.714Z,38552086,45.561313,18.669819
2025-12-16T18:01:58.991Z,38552086,45.561313,18.669819
2025-12-16T18:24:05.853Z,38552086,45.561313,18.669819
2025-12-16T18:50:56.393Z,38552086,45.561313,18.669819
2025-12-16T19:14:06.154Z,38552086,45.561313,18.669819
2025-12-16T20:04:06.428Z,38552086,45.561313,18.669819
2025-12-16T20:41:03.279Z,38421252,45.561313,18.669819
2025-12-16T20:40:56.693Z,38552086,45.561313,18.669819
2025-12-16T20:54:06.696Z,38552086,45.561313,18.669819
2025-12-16T21:44:06.942Z,38552086,45.561313,18.669819
